Item ID,High Price,Low Price,Margin,High Time,Low Time
145,1142,1112,30,1728562906,1728565997
147,578,580,-2,1728558283,1728564354
149,323,335,-12,1728563073,1728563693
151,34,34,0,1728561619,1728557659
153,40,2094,-2054,1728554841,1728428884
155,10000,33,9967,1728410057,1728540454
157,3956,3936,20,1728565328,1728566001
159,2447,2445,2,1728548616,1728565556
161,1294,1221,73,1728562856,1728564516
163,3954,3970,-16,1728565378,1728565478
165,2583,2027,556,1728562688,1728565593
167,1125,1036,89,1728559409,1728565852
169,1996,1851,145,1728564965,1728565916
171,1233,1231,2,1728565594,1728562949
173,763,727,36,1728564694,1728565546
175,112,110,2,1728563772,1728564821
177,78,54,24,1728561108,1728564284
179,155,53,102,1728561687,1728565991
181,800,777,23,1728565678,1728565809
183,532,509,23,1728565017,1728565920
185,500,406,94,1728565579,1728565631
187,266,266,0,1728559009,1728565913
189,1070,1002,68,1728563064,1728565825
191,320,310,10,1728529823,1728561158
193,253,300,-47,1728552827,1728518735
197,3000,1326,1674,1728553385,1728500223
199,237,233,4,1728565919,1728565944
201,223,217,6,1728565811,1728565992
203,305,275,30,1728565580,1728565991
205,611,610,1,1728565783,1728565996
207,6941,6901,40,1728565958,1728566001
209,1500,1497,3,1728565897,1728565939
211,3815,3800,15,1728565813,1728565998
213,3874,3706,168,1728565713,1728565981
215,3976,3857,119,1728565938,1728565988
217,2323,2319,4,1728565980,1728566001
219,3141,3140,1,1728565833,1728565985
221,4,4,0,1728565821,1728565829
223,387,381,6,1728565964,1728565974
225,653,653,0,1728565960,1728565982
227,4,4,0,1728565986,1728565866
229,2,2,0,1728566001,1728566001
231,422,414,8,1728565983,1728565854
233,135,105,30,1728565833,1728563639
235,551,83,468,1728565933,1728565624
237,528,521,7,1728565924,1728565895
239,924,885,39,1728565973,1728565989
241,72,72,0,1728565461,1728562970
243,20,15,5,1728565435,1728564840
245,820,819,1,1728565979,1728565976
247,397,346,51,1728565952,1728565080
249,237,230,7,1728565923,1728565808
251,290,290,0,1728565966,1728565983
253,330,315,15,1728565870,1728565963
255,640,621,19,1728565801,1728565870
257,6950,6912,38,1728565524,1728565951
259,1545,1521,24,1728565975,1728565988
261,3815,3767,48,1728565809,1728565877
263,3750,3723,27,1728565913,1728565970
265,3886,3876,10,1728565638,1728565929
267,2400,2400,0,1728565974,1728565925
269,3197,3164,33,1728565943,1728565946
272,990,555,435,1728565592,1728555591
273,650,632,18,1728565551,1728565184
288,900,755,145,1728566001,1728565728
299,1464,1455,9,1728565487,1728565841
301,227,180,47,1728565944,1728565693
303,380,353,27,1728565984,1728565398
305,602,493,109,1728565540,1728564886
307,400,375,25,1728565980,1728564466
309,299,289,10,1728565975,1728565815
311,207,131,76,1728565921,1728564318
313,5,4,1,1728565733,1728565840
314,3,2,1,1728565954,1728565923
315,27,27,0,1728565751,1728565951
317,108,108,0,1728565872,1728565901
319,63,62,1,1728565284,1728565975
321,51,50,1,1728565465,1728565671
325,32,31,1,1728564025,1728565704
327,110,103,7,1728565698,1728565090
329,84,84,0,1728565914,1728565764
331,71,70,1,1728565970,1728565961
333,39,39,0,1728565939,1728565805
335,89,80,9,1728565985,1728565675
339,14,13,1,1728557995,1728565694
341,28,28,0,1728565689,1728565882
345,128,121,7,1728565887,1728565807
347,48,44,4,1728561203,1728565754
349,136,125,11,1728565802,1728565857
351,52,32,20,1728565481,1728565577
353,58,22,36,1728565962,1728565858
355,28,22,6,1728559084,1728564963
359,65,60,5,1728565962,1728565824
361,112,111,1,1728565660,1728565717
363,18,16,2,1728565956,1728565848
365,199,150,49,1728565995,1728565759
371,99,96,3,1728566001,1728565842
373,170,163,7,1728565821,1728565862
377,76,75,1,1728565780,1728565951
379,174,173,1,1728565701,1728565920
383,628,626,2,1728565939,1728565975
385,937,920,17,1728565995,1728565995
389,1762,1751,11,1728565794,1728565851
391,2099,2088,11,1728565983,1728565986
395,985,951,34,1728565648,1728565987
397,1351,1275,76,1728565667,1728565952
401,20,16,4,1728565685,1728565982
403,101,53,48,1728565618,1728560951
405,2000,2306,-306,1728562476,1728565632
407,78,77,1,1728565629,1728565377
411,65,65,0,1728561462,1728565537
413,1345,1126,219,1728532871,1728565388
426,292,40,252,1728565982,1728564926
428,165,12,153,1728565990,1728564930
434,90,88,2,1728565991,1728565840
436,29,29,0,1728566001,1728565895
438,31,30,1,1728565915,1728565471
440,255,249,6,1728565927,1728565925
442,61,60,1,1728565926,1728565993
444,168,167,1,1728565993,1728565968
447,141,138,3,1728565981,1728565950
449,937,925,12,1728565809,1728565969
451,11200,11060,140,1728565853,1728565991
453,142,140,2,1728566001,1728566000
464,700,677,23,1728563874,1728565566
526,118,114,4,1728565992,1728565852
528,326,100,226,1728564453,1728518395
530,484,455,29,1728565945,1728561537
532,350,347,3,1728565607,1728565998
534,1135,1002,133,1728565289,1728565350
536,4102,4094,8,1728565966,1728565982
538,19500,1111,18389,1728527455,1728547643
540,8900,1234,7666,1728527510,1728547655
542,596,318,278,1728565951,1728565821
544,784,712,72,1728565941,1728565598
546,2447,1200,1247,1728564854,1728565659
548,650,200,450,1728565989,1728547571
554,5,4,1,1728565991,1728565802
555,5,4,1,1728565972,1728565792
556,5,4,1,1728565996,1728565904
557,5,4,1,1728565989,1728565910
558,4,3,1,1728565962,1728565901
559,11,9,2,1728565918,1728565797
560,158,157,1,1728565996,1728565994
561,113,111,2,1728565999,1728565983
562,106,104,2,1728565994,1728565997
563,158,155,3,1728565978,1728565990
564,130,125,5,1728565998,1728565915
565,302,297,5,1728565898,1728565952
566,187,183,4,1728565996,1728565926
567,79,77,2,1728565999,1728565673
569,1076,1072,4,1728565985,1728565962
571,706,695,11,1728565991,1728565913
573,1226,1216,10,1728565992,1728565890
575,770,770,0,1728565897,1728565906
577,2022,1801,221,1728565943,1728565502
579,209,219,-10,1728565397,1728565972
581,1670,1558,112,1728563708,1728565759
590,100,80,20,1728565947,1728565979
592,92,92,0,1728565855,1728565779
596,2,2,0,1728565789,1728563245
621,216,216,0,1728479176,1728479175
626,1699,1061,638,1728565448,1728560346
628,3994,3000,994,1728564586,1728564803
630,1651,150,1501,1728565708,1728565472
632,800,420,380,1728537333,1728561441
634,1340,751,589,1728565107,1728549567
636,882,400,482,1728564731,1728563773
638,5000,5000,0,1728564567,1728565707
640,1084,1084,0,1728563714,1728529157
642,769,769,0,1728565819,1728556860
644,993,150,843,1728564350,1728555044
646,225,215,10,1728435063,1728518235
648,4999,1000,3999,1728563919,1728563476
650,4999,631,4368,1728405937,1728563862
652,174,223,-49,1728443223,1728528196
654,1024,3000,-1976,1728562806,1728562191
656,1500,1361,139,1728555609,1728554488
658,1130,150,980,1728565812,1728563523
660,614,749,-135,1728556993,1728563642
662,1293,1069,224,1728565950,1728563441
664,950,500,450,1728553899,1728548106
751,28321,28191,130,1728545950,1728564009
753,173,157,16,1728565918,1728565795
800,500,3,497,1728332848,1727616033
801,29,8,21,1727924756,1727630755
802,5,1,4,1728490063,1727741761
803,200,200,0,1727066249,1728270002
804,9000,315,8685,1728518524,1727863197
805,230,221,9,1728565909,1728565969
806,26,27,-1,1728562640,1728565044
807,30,27,3,1728565888,1728565997
808,4,2,2,1728565460,1728564226
809,7,5,2,1728565994,1728565581
810,19,18,1,1728565822,1728565749
811,170,170,0,1728565953,1728565930
812,4000,50,3950,1727599744,1727599804
813,4997,55,4942,1727702045,1727377756
814,1,45,-44,1728087322,1727382945
815,162,5,157,1728481380,1728435787
816,30,30,0,1728562168,1728564191
817,158,158,0,1728559633,1728565522
819,35,33,2,1728563118,1728562739
820,47,48,-1,1728564735,1728565617
821,63,63,0,1728565984,1728565919
822,93,90,3,1728565937,1728565243
823,192,192,0,1728565943,1728564182
824,1137,1126,11,1728565914,1728565996
825,21,21,0,1728562887,1728565707
826,4,5,-1,1728558374,1728534709
827,45,2,43,1728523384,1728553568
828,14,14,0,1728564373,1728565240
829,39,44,-5,1728551999,1728565878
830,200,190,10,1728563488,1728565982
831,45000,50000,-5000,1725498434,1725498620
832,1,1,0,1727793385,1727213155
833,42,1000,-958,1727722749,1720616287
834,10,44,-34,1724984759,1723586115
835,193,2,191,1728324632,1723503923
836,441,538,-97,1728420991,1728480983
837,84,55,29,1728563809,1728551741
839,127,37,90,1728565985,1728565463
841,78,54,24,1728565849,1728565632
843,40,37,3,1728564216,1728565485
845,60,56,4,1728565978,1728565702
847,129,128,1,1728563744,1728565400
849,65,62,3,1728565968,1728565418
851,280,276,4,1728565756,1728565690
853,202,202,0,1728565822,1728565802
855,525,525,0,1728565814,1728565935
857,384,375,9,1728565950,1728565289
859,1287,1265,22,1728565311,1728566000
861,837,816,21,1728565965,1728565637
863,55,37,18,1728563351,1728565896
864,58,52,6,1728565437,1728560017
865,22,22,0,1728564694,1728565780
866,168,128,40,1728565352,1728564447
867,375,282,93,1728565804,1728565692
868,116,114,2,1728565452,1728565761
869,46,45,1,1728565910,1728564132
870,150,16000,-15850,1728440680,1728416956
871,209,78888,-78679,1728444714,1728439912
872,150,217,-67,1728140989,1720667878
873,285,2,283,1728440655,1728140874
874,189,292,-103,1728329330,1728199774
875,626,11,615,1728226390,1728072639
876,338,571,-233,1728539979,1728540017
877,4,4,0,1728565937,1728565770
878,1,80,-79,1728431492,1728263825
879,72,72,0,1728563302,1728546230
880,89,80,9,1728565087,1728565964
881,90,100,-10,1728532513,1728565934
882,3,3,0,1728565965,1728565809
883,49,71,-22,1728451614,1727141519
884,6,7,-1,1728565558,1728565934
885,1000,52,948,1728246535,1728413932
886,19,21,-2,1728565651,1728566000
887,75,101,-26,1728308230,1728319179
888,4,4,0,1728565701,1728565837
889,50000,145,49855,1728212207,1728511203
890,12,11,1,1728565973,1728565900
891,113,549,-436,1728460995,1728382449
892,64,60,4,1728566001,1728565994
893,209,40,169,1728565446,1728525902
946,46,35,11,1728565928,1728565979
948,169,137,32,1728565575,1728564639
950,57,75,-18,1728565584,1728565942
952,156,151,5,1728565994,1728565914
954,90,86,4,1728565967,1728565363
958,29,23,6,1728563505,1728554438
960,325,325,0,1728565987,1728565859
962,330250,330250,0,1728561672,1728561672
970,599,574,25,1728565885,1728565967
973,213,208,5,1728565946,1728565962
975,532,472,60,1728565924,1728565865
981,15000,10500,4500,1728553586,1728562563
983,450,400,50,1728565884,1728562586
985,10800,10800,0,1728565860,1728565986
987,11104,12121,-1017,1728563825,1728565963
989,23012,22854,158,1728564922,1728565956
991,6636,5508,1128,1728565959,1728561423
993,32622,30026,2596,1728513961,1728565588
1005,93,82,11,1728565975,1728565324
1007,156,101,55,1728564456,1728565321
1009,192,183,9,1728530923,1728565507
1011,210,140,70,1728564344,1728565335
1013,315,140,175,1728565596,1728565329
1015,92,20,72,1728563734,1728562910
1017,871,620,251,1728565881,1728565977
1019,700,258,442,1728565975,1728565777
1021,207,126,81,1728565141,1728565912
1023,269,168,101,1728565223,1728547285
1025,175,171,4,1728555212,1728562652
1027,688,233,455,1728564350,1728563733
1029,1392,1069,323,1728539826,1728556063
1031,1548,979,569,1728563593,1728563603
1033,2319,2000,319,1728565846,1728565805
1035,192,522,-330,1728565058,1728565937
1038,8990,8000,990,1728562859,1728565815
1040,5999,5555,444,1728565040,1728565486
1042,33000,28016,4984,1728562894,1728565466
1044,20000,13377,6623,1728562881,1728565882
1046,11111,10877,234,1728562874,1728565885
1048,4999,4217,782,1728563794,1728565988
1050,14750,14021,729,1728565680,1728565490
1053,9548,11052,-1504,1728540435,1728565525
1055,10499,10120,379,1728562395,1728565530
1057,10950,10403,547,1728564495,1728565675
1059,2,2,0,1728565907,1728565770
1061,31,46,-15,1728565269,1728565607
1063,33,15,18,1728565393,1728565772
1065,1419,1370,49,1728565823,1728565937
1067,102,100,2,1728565597,1728565600
1069,425,380,45,1728565967,1728565686
1071,1480,1352,128,1728565805,1728565626
1073,3505,3500,5,1728565978,1728565979
1075,61,89,-28,1728565730,1728562945
1077,1036,1015,21,1728565799,1728565319
1079,37955,37932,23,1728565967,1728565992
1081,450,54,396,1728565249,1728563949
1083,337,337,0,1728564338,1728565800
1085,1307,1200,107,1728565578,1728565955
1087,27,56,-29,1728511443,1728562132
1089,1074,1060,14,1728557953,1728565459
1091,4500,3597,903,1728565754,1728565809
1093,38023,38050,-27,1728565875,1728565985
1095,1,1,0,1728565970,1728556231
1097,239,50,189,1728565984,1728565294
1099,2222,2171,51,1728565932,1728565995
1101,72,65,7,1728565973,1728564345
1103,60,55,5,1728562581,1728565223
1105,278,250,28,1728565946,1728565367
1107,2548,2427,121,1728562903,1728565654
1109,1173,1030,143,1728564530,1728565947
1111,2929,2700,229,1728565923,1728565854
1113,29602,29567,35,1728565879,1728566001
1115,120,100,20,1728565948,1728565833
1117,77,75,2,1728565559,1728565299
1119,969,900,69,1728565929,1728565720
1121,2877,2800,77,1728565553,1728565669
1123,9666,9600,66,1728565991,1728565993
1125,2784,2155,629,1728565949,1728565316
1127,39068,38600,468,1728565890,1728565998
1129,75,14,61,1728565857,1728565639
1131,15,11,4,1728565720,1728565787
1133,399,365,34,1728565596,1728565634
1135,4363,4352,11,1728565940,1728565988
1137,400,50,350,1728565578,1728564256
1139,108,101,7,1728565992,1728565971
1141,96,80,16,1728565935,1728563028
1143,325,300,25,1728565872,1728563664
1145,1176,1000,176,1728565556,1728565951
1147,11103,11103,0,1728565421,1728565995
1149,58810,58848,-38,1728565930,1728565959
1151,352,350,2,1728547802,1728564507
1153,249,100,149,1728565176,1728565811
1155,39,24,15,1728564324,1728563418
1157,117,116,1,1728565936,1728565461
1159,623,600,23,1728565562,1728565290
1161,1900,1800,100,1728565939,1728565959
1163,20691,20701,-10,1728565977,1728565999
1165,706,645,61,1728565856,1728565792
1167,11,11,0,1728565782,1728565522
1169,38,36,2,1728565869,1728565944
1171,104,91,13,1728564148,1728565647
1173,130,55,75,1728565372,1728565805
1175,132,33,99,1728565827,1728560654
1177,199,162,37,1728562599,1728565059
1179,467,490,-23,1728560767,1728565972
1181,701,750,-49,1728565293,1728565817
1183,2001,2000,1,1728565142,1728565661
1185,22578,22564,14,1728565710,1728565891
1187,306500,299400,7100,1728565736,1728565954
1189,112,73,39,1728562358,1728565396
1191,100,89,11,1728565969,1728565817
1193,359,300,59,1728565827,1728565966
1195,1276,1276,0,1728565506,1728565819
1197,1071,1041,30,1728565697,1728565665
1199,3328,3201,127,1728565875,1728565899
1201,32190,32102,88,1728565936,1728565993
1203,101,101,0,1728565637,1728566001
1205,76,5,71,1728565144,1728564542
1207,350,103,247,1728565735,1728565468
1209,152,139,13,1728560160,1728560152
1211,248,243,5,1728565579,1728565803
1213,4555,4428,127,1728565553,1728565994
1215,17491,17489,2,1728565772,1728565952
1217,482,316,166,1728565046,1728565323
1219,50,106,-56,1728483290,1727144261
1221,249,230,19,1724343924,1725580576
1223,295,365,-70,1727485137,1719765736
1225,1,65,-64,1728555248,1727468186
1227,425,60,365,1728289238,1728460969
1229,5631,5631,0,1728405129,1728534331
1231,17811,15550,2261,1728564420,1728563831
1233,101,101,0,1728319495,1728564584
1237,900,870,30,1728565781,1728565402
1239,711,708,3,1728565791,1728565391
1241,128,114,14,1728558642,1728564799
1243,332,327,5,1728555501,1728565859
1245,1100,964,136,1728565707,1728565740
1247,12294,11915,379,1728565846,1728565869
1249,38956,38090,866,1728565792,1728565953
1251,288,5,283,1728493468,1727353230
1253,1170,105,1065,1728022155,1728407201
1255,42,42,0,1728529174,1728543278
1257,237,262,-25,1728548742,1728366472
1259,818,818,0,1728564023,1728564023
1261,13000,13000,0,1727405150,1728030888
1263,42999,35200,7799,1728523715,1728541281
1265,50,25,25,1728565735,1728565763
1267,101,100,1,1728565751,1728565455
1269,427,425,2,1728565398,1728565645
1271,1632,1550,82,1728565960,1728565783
1273,571,555,16,1728565942,1728565861
1275,18717,18711,6,1728565761,1728565988
1277,80,55,25,1728565696,1728565988
1279,200,55,145,1728564536,1728561722
1281,61,41,20,1728565837,1728563453
1283,301,300,1,1728557775,1728565155
1285,416,300,116,1728551123,1728565855
1287,919,967,-48,1728564755,1728565060
1289,12376,12051,325,1728563737,1728565890
1291,51,50,1,1728560147,1728564304
1293,195,65,130,1728565172,1728565274
1295,240,150,90,1728565979,1728565832
1297,367,370,-3,1728521952,1728565604
1299,484,484,0,1728565829,1728565823
1301,1505,1500,5,1728565220,1728565780
1303,18765,18765,0,1728566001,1728566001
1305,59448,59781,-333,1728565951,1728565992
1307,245,88,157,1728565921,1728559415
1309,150,52,98,1728565620,1728561200
1311,322,666,-344,1728539824,1728565838
1313,1040,1050,-10,1728535911,1728565668
1315,1230,1200,30,1728564831,1728564339
1317,3545,3502,43,1728565946,1728565813
1319,38012,38001,11,1728566000,1728565985
1321,145,80,65,1728558164,1728562958
1323,259,54,205,1728564440,1728565964
1325,168,80,88,1728565688,1728563976
1327,1985,1708,277,1728565677,1728564925
1329,343,335,8,1728565899,1728565292
1331,1309,1449,-140,1728565909,1728565971
1333,15150,14953,197,1728565998,1728565963
1335,44,10,34,1728565584,1728565968
1337,88,50,38,1728563755,1728564689
1339,336,254,82,1728565809,1728562454
1341,10000,667,9333,1728564449,1728565901
1343,769,755,14,1728564261,1728565493
1345,2981,2904,77,1728561963,1728565953
1347,24776,24700,76,1728565984,1728565982
1349,199,52,147,1728565832,1728565866
1351,75,50,25,1728565949,1728565431
1353,228,208,20,1728563930,1728565466
1355,88,82,6,1728565910,1728565884
1357,876,463,413,1728565282,1728565973
1359,7567,7228,339,1728565774,1728565993
1361,950,955,-5,1728565231,1728565415
1363,99,40,59,1728527627,1728564727
1365,188,200,-12,1728542198,1728565633
1367,493,495,-2,1728529964,1728565978
1369,995,950,45,1728562958,1728565908
1371,2529,2475,54,1728565524,1728565991
1373,24527,24527,0,1728565824,1728565994
1375,57,55,2,1728549288,1728565288
1377,121500,119561,1939,1728565788,1728565962
1379,200,100,100,1728565584,1728565008
1381,2104,1725,379,1728565893,1728565946
1383,2000,1750,250,1728565817,1728565059
1385,824,822,2,1728565999,1728565601
1387,1225,1206,19,1728565647,1728565885
1389,600,565,35,1728565999,1728565978
1391,8376,8315,61,1728565920,1728565994
1393,9026,9003,23,1728565891,1728565893
1395,9020,9020,0,1728565793,1728565793
1397,9025,8955,70,1728565983,1728565944
1399,9023,9023,0,1728565989,1728565986
1401,25331,25200,131,1728565998,1728565863
1403,25254,25050,204,1728565405,1728565998
1405,25193,25177,16,1728565903,1728565765
1407,25197,25159,38,1728565059,1728565863
1420,63,15,48,1728564506,1728565093
1422,60,51,9,1728562074,1728564894
1424,250,105,145,1728565932,1728563514
1426,919,759,160,1728565504,1728559824
1428,117,120,-3,1728561823,1728564482
1430,603,887,-284,1728558733,1728565336
1432,8295,8189,106,1728565780,1728565899
1434,29430,29401,29,1728565271,1728565934
1436,11,9,2,1728565967,1728564457
1438,82,75,7,1728565915,1728565745
1440,186,181,5,1728566001,1728565988
1442,2095,2022,73,1728565969,1728565979
1444,127,130,-3,1728565922,1728565797
1446,2300,2200,100,1728565944,1728565975
1448,1165,1067,98,1728565746,1728565826
1450,304000,300000,4000,1728563951,1728531471
1452,600,450,150,1728565903,1728565795
1454,204,202,2,1728564285,1728565971
1456,17637,15825,1812,1728565161,1728565923
1462,293,293,0,1728565786,1728565786
1464,15,13,2,1728559460,1728564916
1470,1571,1158,413,1728565993,1728563836
1472,1819,1677,142,1728565980,1728565152
1474,1197,1197,0,1728565934,1728564381
1476,2538,2500,38,1728565963,1728565940
1478,3869,1565,2304,1728558663,1728565881
1511,78,78,0,1728565984,1728565878
1513,1111,1095,16,1728565999,1728565984
1515,263,259,4,1728565909,1728565990
1517,20,17,3,1728565980,1728565994
1519,94,89,5,1728565998,1728565982
1521,114,112,2,1728565970,1728565982
1523,344,198,146,1728565913,1728564005
1539,19,16,3,1728565981,1728565969
1540,200,195,5,1728565403,1728565858
1550,59,56,3,1728565881,1728565207
1552,778,778,0,1728563173,1728543736
1573,6500,300,6200,1728565565,1728564132
1592,382,299,83,1728565719,1728565833
1595,50,75,-25,1728565706,1728561402
1597,577,535,42,1728565731,1728565607
1599,230,60,170,1728565235,1728535464
1601,1677,1662,15,1728565946,1728565978
1603,797,784,13,1728565830,1728565991
1605,392,385,7,1728566001,1728565998
1607,214,213,1,1728565976,1728565997
1609,804,800,4,1728565897,1728565584
1611,293,290,3,1728565991,1728565891
1613,2449,2405,44,1728565909,1728565579
1615,11500,11350,150,1728565948,1728565999
1617,2277,2250,27,1728565991,1728565998
1619,962,963,-1,1728565912,1728565958
1621,440,433,7,1728565806,1728565993
1623,230,230,0,1728565977,1728565976
1625,370,365,5,1728565400,1728565909
1627,165,165,0,1728562238,1728565940
1629,1863,1863,0,1728565956,1728565886
1631,16006,15888,118,1728565634,1728565931
1635,160,159,1,1728565798,1728565997
1637,480,471,9,1728565944,1728565979
1639,650,647,3,1728565585,1728565999
1641,1018,1014,4,1728564733,1728565995
1643,1937,1900,37,1728565718,1728565990
1645,11777,11777,0,1728565902,1728565997
1654,186,180,6,1728565790,1728565884
1656,499,488,11,1728565586,1728565929
1658,683,680,3,1728565468,1728565973
1660,1097,1091,6,1728565979,1728565932
1662,1983,1980,3,1728565873,1728565684
1664,11129,10851,278,1728564829,1728565807
1673,193,170,23,1728555789,1728565857
1675,418,418,0,1728563055,1728551821
1677,650,637,13,1728556111,1728546643
1679,1067,1067,0,1728534051,1728565204
1681,1898,1910,-12,1728564938,1728565991
1683,11329,10638,691,1728564279,1728565920
1692,138,137,1,1728563979,1728565889
1694,649,583,66,1728565164,1728565900
1696,882,840,42,1728565956,1728565895
1698,1265,1250,15,1728565812,1728565910
1700,2169,2120,49,1728565561,1728565983
1702,11602,11175,427,1728565832,1728565522
1704,12000,11955,45,1728565999,1728565995
1712,12198,11933,265,1728565792,1728565841
1714,79,77,2,1728533731,1728533864
1716,82,82,0,1728554308,1728564165
1718,697,665,32,1728565937,1728565936
1720,159,10,149,1728534667,1727425853
1722,30,2,28,1728440782,1727150458
1724,185,185,0,1728563599,1728565952
1725,1600,1446,154,1728565893,1728565952
1727,747,731,16,1728565919,1728565985
1729,1148,1050,98,1728565513,1728565761
1731,2444,2350,94,1728565774,1728565998
1733,18,15,3,1728565980,1728565987
1734,11,11,0,1728565991,1728565991
1735,100,95,5,1728565284,1728565592
1737,229,192,37,1728565818,1728564061
1739,195,200,-5,1728565904,1728565593
1741,400,377,23,1728565900,1728565981
1743,295,275,20,1728565928,1728565805
1745,1673,1649,24,1728565950,1728565828
1747,5301,5088,213,1728565798,1728565995
1749,3080,3069,11,1728566001,1728565961
1751,1971,1951,20,1728565339,1728565980
1753,1478,1453,25,1728565826,1728565998
1755,81,70,11,1728565931,1728565924
1757,999,205,794,1728565654,1728565832
1759,56,56,0,1728565973,1728565974
1761,85,99,-14,1728565965,1728565902
1763,450,447,3,1728565944,1728565632
1765,406,315,91,1728565966,1728562027
1767,250,200,50,1728565929,1728563562
1769,884,875,9,1728565972,1728565726
1771,750,750,0,1728565677,1728553291
1773,750,647,103,1728565950,1728562467
1775,95,94,1,1728565974,1728565865
1777,73,70,3,1728565994,1728564313
1779,2,2,0,1728565995,1728565922
1781,35,20,15,1728550588,1728565038
1783,21,21,0,1728565789,1728565929
1785,13,4,9,1728565956,1728554553
1787,95,15,80,1728527223,1728350439
1789,167,167,0,1728435863,1728431216
1791,173,173,0,1728565281,1728565264
1793,29,27,2,1728565767,1728565787
1794,283,263,20,1728565964,1728565314
1823,167,161,6,1728565876,1728565717
1831,55,39,16,1728564763,1728565909
1833,115,17,98,1728565837,1728565945
1835,889,750,139,1728565819,1728565949
1837,50,7,43,1728565829,1728565941
1854,44,30,14,1728565632,1728565913
1859,1000,250,750,1728564366,1728523023
1861,835,1228,-393,1728505419,1728550782
1865,499,79,420,1728425278,1728524183
1869,999,1000,-1,1727994619,1726940474
1871,37,25,12,1728533533,1728368723
1873,25555,14,25541,1728257722,1727859381
1875,13,26,-13,1726254867,1728324120
1877,8,110,-102,1726376749,1727011132
1879,9,150,-141,1727940197,1726890623
1881,19392,1500,17892,1728214207,1728419748
1885,850,850,0,1728564542,1728564690
1887,50,20,30,1728565909,1728565885
1891,338,330,8,1728565761,1728565360
1897,380,348,32,1728565780,1728565813
1905,316,168,148,1728565954,1728564212
1907,126,121,5,1728565918,1728563574
1909,200,200,0,1728565910,1728550494
1911,1,150,-149,1728542676,1728532116
1913,650,500,150,1728565943,1728565104
1915,67272,385,66887,1726518298,1728535853
1917,109,107,2,1728565927,1728565417
1919,56,50,6,1728565955,1728565867
1921,57,54,3,1728565929,1728565281
1923,28,24,4,1728565503,1728565767
1925,8,7,1,1728565785,1728565878
1927,48,45,3,1728565960,1728563859
1929,37,33,4,1728566000,1728565900
1931,10,10,0,1728565746,1728565593
1933,157,156,1,1728565975,1728564551
1935,2,3,-1,1728565864,1728565796
1937,32,32,0,1728565998,1728564234
1939,5,4,1,1728565998,1728565974
1941,10,7,3,1728565937,1728564783
1942,73,72,1,1728565624,1728564927
1944,40,40,0,1728565914,1728565060
1947,63,55,8,1728565859,1728564858
1949,313,266,47,1728565742,1728564379
1951,98,95,3,1728565865,1728565528
1953,252,237,15,1728565074,1728563986
1955,66,65,1,1728564389,1728565817
1957,105,110,-5,1728564617,1728565732
1959,9062,10040,-978,1728565491,1728559617
1961,6000,5991,9,1728562796,1728564015
1963,84,70,14,1728565994,1728565310
1965,90,84,6,1728565959,1728565888
1969,169,416,-247,1728552863,1728565974
1971,40,39,1,1728565922,1728565216
1973,48,48,0,1728565847,1728565461
1975,83,82,1,1728565844,1728565982
1978,108,110,-2,1728565553,1728565612
